id,booking_status_pred,Probability
42531,1,0.87730825
42532,0,0.18046278
42533,0,0.4150236
42534,0,0.08765931
42535,1,0.95750475
42536,0,0.16672736
42537,0,0.10625666
42538,1,0.60725135
42539,0,0.2308741
42540,0,0.16510427
42541,0,0.15998709
42542,0,0.2070523
42543,0,0.31991467
42544,0,0.033119757
42545,1,0.84037757
42546,0,0.063688375
42547,0,0.4059425
42548,0,0.38972133
42549,0,0.28133217
42550,0,0.4503519
42551,1,0.96696246
42552,1,0.7982327
42553,0,0.013047862
42554,0,0.21922767
42555,0,0.3208754
42556,0,0.14115289
42557,0,0.374942
42558,0,0.2563996
42559,0,0.07373599
42560,0,0.21080364
42561,1,0.6868661
42562,1,0.84053767
42563,1,0.5637917
42564,0,0.3905896
42565,1,0.89526427
42566,1,0.9724083
42567,0,0.19190423
42568,0,0.032994136
42569,0,0.144099
42570,0,0.31051114
42571,0,1.198642e-05
42572,0,0.3953564
42573,0,0.34305307
42574,0,0.42461434
42575,1,0.8286632
42576,0,0.16139339
42577,0,0.14596169
42578,0,0.01969091
42579,0,0.031103505
42580,0,5.2325625e-27
42581,1,0.9552624
42582,0,0.15756148
42583,0,0.02997551
42584,0,0.03831135
42585,0,0.14663273
42586,0,5.5304085e-05
42587,1,0.9159075
42588,0,0.2949557
42589,1,0.57638
42590,1,0.9541507
42591,0,0.18466325
42592,0,0.14954028
42593,0,0.4300284
42594,0,0.026780818
42595,0,0.27096725
42596,0,0.36389944
42597,0,0.11218389
42598,0,0.3491688
42599,0,0.3246456
42600,0,0.00841213
42601,1,0.58267444
42602,1,0.8381255
42603,0,0.14364591
42604,1,0.8403651
42605,1,0.6582744
42606,1,0.71501523
42607,0,0.33874264
42608,0,0.28951278
42609,0,3.0119982e-05
42610,1,0.6486398
42611,1,0.7776579
42612,0,0.032150034
42613,0,0.02394186
42614,0,0.015192237
42615,0,0.16913743
42616,1,0.8201195
42617,0,0.33946753
42618,1,0.533364
42619,0,0.20291032
42620,1,0.8392962
42621,1,0.6233694
42622,0,0.45140055
42623,1,0.86043805
42624,0,0.032646596
42625,0,0.18191725
42626,1,0.8729219
42627,1,0.7512497
42628,1,0.80196744
42629,1,0.7410644
42630,1,0.85092
42631,0,0.3455332
42632,0,0.0144627355
42633,0,0.060047228
42634,0,0.25602362
42635,0,0.10019896
42636,0,0.37155718
42637,0,0.34012786
42638,0,0.022169735
42639,1,0.65537715
42640,0,0.08377772
42641,0,0.08596218
42642,0,0.35780224
42643,0,0.19393185
42644,0,0.19069164
42645,1,0.5776787
42646,1,0.7869139
42647,0,0.14822982
42648,0,0.06951754
42649,0,0.15072589
42650,1,0.6077089
42651,0,0.15123908
42652,0,0.17948757
42653,0,0.22727732
42654,0,0.16785523
42655,0,0.1102799
42656,0,0.3878241
42657,1,0.83160454
42658,0,0.08403216
42659,0,0.39518866
42660,0,0.3517243
42661,0,0.19060338
42662,1,0.9500288
42663,0,0.031591058
42664,0,0.08018296
42665,0,0.34508622
42666,1,0.9020573
42667,0,0.1500602
42668,0,0.054075997
42669,1,0.8219975
42670,1,0.875587
42671,0,0.21741396
42672,1,0.9776625
42673,0,0.23119338
42674,0,0.0070220027
42675,0,0.30009902
42676,0,0.20526907
42677,0,0.47200596
42678,0,0.14097959
42679,0,0.10648158
42680,0,0.47235876
42681,0,0.04724395
42682,1,0.75049996
42683,1,0.9534077
42684,0,0.030281859
42685,0,0.15757206
42686,0,0.2550678
42687,0,0.092053466
42688,1,0.51073
42689,1,0.9215667
42690,0,0.22070964
42691,0,0.014084025
42692,0,0.043414123
42693,1,0.67317784
42694,0,0.10849521
42695,0,0.26483652
42696,1,0.57695013
42697,0,0.3532879
42698,0,0.19151789
42699,1,0.5434556
42700,0,0.3251124
42701,0,0.0051444117
42702,0,0.1255841
42703,0,0.32428163
42704,0,0.14335957
42705,0,0.02260258
42706,0,0.0784515
42707,0,0.02849956
42708,0,0.05404653
42709,0,0.0015986407
42710,0,0.32581064
42711,0,0.2915292
42712,1,0.80060244
42713,0,0.011896533
42714,0,0.14901482
42715,0,0.118516974
42716,1,0.579268
42717,0,0.02831959
42718,0,0.077961914
42719,0,0.03431057
42720,1,0.7317828
42721,1,0.63209814
42722,0,0.31298304
42723,0,0.32189065
42724,0,0.3692914
42725,0,0.0037693672
42726,0,0.09615989
42727,1,0.9162272
42728,0,0.12295412
42729,1,0.9494643
42730,0,0.41588208
42731,0,0.070337705
42732,1,0.8206128
42733,1,0.74733037
42734,0,0.1900861
42735,0,0.2146859
42736,1,0.91947615
42737,0,0.43736064
42738,0,0.03325262
42739,0,0.17845076
42740,0,0.23168795
42741,1,0.8659112
42742,0,0.05650146
42743,1,0.78540367
42744,1,0.82259977
42745,1,0.81580377
42746,0,0.0877492
42747,1,0.62897587
42748,1,0.95369905
42749,0,0.3394947
42750,1,0.63835526
42751,0,0.06417538
42752,0,0.05558797
42753,0,0.36465216
42754,0,0.38099426
42755,1,0.800349
42756,0,0.11218506
42757,0,0.05831008
42758,1,0.70047444
42759,1,0.5757303
42760,0,0.38388786
42761,0,0.036682516
42762,1,0.938914
42763,0,0.21665923
42764,1,0.849313
42765,0,0.29545218
42766,0,0.028326808
42767,0,0.0053480915
42768,1,0.582432
42769,0,0.2556102
42770,0,0.08745683
42771,1,0.9140169
42772,0,0.15279295
42773,1,0.6294623
42774,0,0.05323344
42775,0,0.010939308
42776,0,0.058084264
42777,0,0.30804583
42778,0,0.41828027
42779,0,0.23592164
42780,0,0.03727816
42781,1,0.51614714
42782,0,0.094371006
42783,0,0.32435888
42784,1,0.67119265
42785,1,0.5147604
42786,0,5.4601215e-16
42787,1,0.5998286
42788,0,0.35900345
42789,1,0.9531022
42790,0,0.18555221
42791,0,0.055120423
42792,0,0.2620229
42793,0,0.105997466
42794,0,0.27728248
42795,1,0.660382
42796,1,0.84155566
42797,0,0.09692144
42798,1,0.7358362
42799,0,0.040347923
42800,1,0.6673008
42801,1,0.785029
42802,0,0.11666342
42803,0,0.10418364
42804,0,0.118212566
42805,0,0.031667233
42806,1,0.5417263
42807,0,0.20457108
42808,0,3.0033247e-05
42809,0,0.14102788
42810,1,0.784605
42811,1,0.7744487
42812,0,0.31027713
42813,1,0.74105275
42814,0,0.49904624
42815,0,0.10923871
42816,0,0.039723776
42817,1,0.60670793
42818,0,0.23936893
42819,0,0.09535348
42820,1,0.78474396
42821,0,0.016010476
42822,1,0.7739969
42823,1,0.8783235
42824,0,0.11561177
42825,0,0.0068567996
42826,1,0.93503296
42827,0,0.38627002
42828,1,0.7893663
42829,0,0.3502911
42830,1,0.86955917
42831,1,0.9487866
42832,0,0.12384636
42833,1,0.7994672
42834,0,0.11868615
42835,1,0.81666374
42836,0,0.4525697
42837,1,0.77320814
42838,0,0.0748654
42839,1,0.8445419
42840,0,0.02649848
42841,0,0.00033245495
42842,0,0.25392357
42843,1,0.8298216
42844,0,0.34686166
42845,0,0.07863967
42846,1,0.8088855
42847,0,0.14701524
42848,0,0.031504802
42849,0,0.05373782
42850,0,0.14297472
42851,0,0.46928695
42852,1,0.550502
42853,1,0.81185293
42854,0,0.12699026
42855,0,0.04769329
42856,0,0.15638985
42857,1,0.76739156
42858,0,0.0812057
42859,0,0.020142717
42860,0,0.3892203
42861,0,0.056920905
42862,0,0.0052249017
42863,0,0.010838721
42864,1,0.962956
42865,1,0.7411776
42866,0,0.1452361
42867,0,0.27667427
42868,1,0.7958574
42869,0,0.03682921
42870,0,0.09737583
42871,1,0.89163405
42872,0,0.21332939
42873,0,0.18886131
42874,0,0.28564602
42875,1,0.66394264
42876,1,0.61198527
42877,0,0.28668648
42878,0,0.4116494
42879,1,0.7962244
42880,0,0.058757696
42881,0,0.00906898
42882,1,0.8366172
42883,1,0.7588456
42884,0,0.11907322
42885,1,0.90863174
42886,1,0.7927925
42887,0,0.2799705
42888,0,0.31098214
42889,1,0.70850027
42890,1,0.7987332
42891,0,0.18571143
42892,0,0.21789116
42893,0,0.118390694
42894,0,0.02069287
42895,0,0.42199033
42896,0,0.06262209
42897,1,0.5333762
42898,1,0.91579276
42899,0,0.13876238
42900,0,0.2175374
42901,1,0.7352409
42902,0,0.20720854
42903,1,0.5031801
42904,1,0.5451127
42905,0,0.08927467
42906,0,0.15045235
42907,1,0.58023345
42908,1,0.7681527
42909,0,0.4046186
42910,0,0.018424692
42911,1,0.94457436
42912,0,0.23369607
42913,0,0.22958106
42914,0,0.23241055
42915,1,0.511175
42916,0,0.008004362
42917,0,0.053597994
42918,0,0.21102983
42919,0,0.41733068
42920,0,0.39451402
42921,1,0.8522747
42922,1,0.6789185
42923,1,0.95589876
42924,1,0.8181966
42925,1,0.5552983
42926,0,0.020558756
42927,0,0.06955302
42928,0,0.39531127
42929,0,0.055696696
42930,1,0.65735966
42931,0,0.34168485
42932,1,0.94348806
42933,0,0.07043213
42934,1,0.9744352
42935,0,0.20355237
42936,1,0.8664602
42937,1,0.8016653
42938,1,0.9285381
42939,0,0.25610936
42940,1,0.77683115
42941,0,0.47922438
42942,0,0.13339615
42943,1,0.8811365
42944,0,0.24586894
42945,1,0.7313642
42946,0,0.3115879
42947,0,0.08597655
42948,0,0.35326123
42949,0,0.046139378
42950,1,0.7364468
42951,0,0.12552984
42952,0,0.286065
42953,1,0.7942437
42954,1,0.5246019
42955,1,0.9633355
42956,0,0.27237177
42957,1,0.5434112
42958,0,0.33072308
42959,0,0.29333273
42960,0,0.1131491
42961,0,0.38740203
42962,1,0.9386226
42963,0,0.15697217
42964,0,0.043397866
42965,0,0.0049729478
42966,1,0.929963
42967,1,0.7742244
42968,0,0.029060362
42969,0,0.21546985
42970,0,0.18724102
42971,0,0.24683759
42972,1,0.8464708
42973,1,0.77567554
42974,0,0.06009458
42975,0,0.21986772
42976,0,0.27091378
42977,0,0.12245488
42978,1,0.8499386
42979,0,0.19220306
42980,1,0.5740323
42981,0,0.36089665
42982,0,0.19772781
42983,0,0.13343656
42984,1,0.570802
42985,0,0.49752718
42986,0,0.45846438
42987,1,0.9864705
42988,0,0.054837
42989,0,0.21195196
42990,1,0.7039632
42991,0,0.10951174
42992,0,0.055743434
42993,0,0.10586828
42994,1,0.6433943
42995,1,0.72305125
42996,0,0.1648487
42997,1,0.6815661
42998,1,0.864383
42999,1,0.8738095
43000,0,0.31915626
43001,0,0.20361911
43002,0,0.34768382
43003,1,0.6703018
43004,1,0.82530355
43005,0,0.3374633
43006,1,0.80404484
43007,0,0.32285103
43008,0,0.30045348
43009,0,0.21051149
43010,1,0.58521837
43011,0,0.16800502
43012,1,0.5927781
43013,0,0.42017624
43014,1,0.60704654
43015,0,0.1553918
43016,1,0.5629335
43017,0,0.28012717
43018,0,0.10865901
43019,0,0.26703355
43020,1,0.86329496
43021,0,0.24504171
43022,0,0.42365292
43023,1,0.75998205
43024,0,0.084951185
43025,0,0.4506705
43026,1,0.7805751
43027,0,0.08007758
43028,0,0.33313045
43029,1,0.5556181
43030,0,0.16383287
43031,0,0.047506474
43032,0,0.024413133
43033,1,0.80761653
43034,0,0.34482914
43035,0,0.3683762
43036,0,0.034765013
43037,0,0.056678385
43038,0,0.3901752
43039,0,0.30092874
43040,0,0.16144755
43041,0,0.12005022
43042,0,4.6122195e-23
43043,1,0.78985935
43044,0,0.058815714
43045,0,0.15691084
43046,1,0.83526796
43047,0,0.16546078
43048,0,0.19505829
43049,0,0.22811848
43050,1,0.6618385
43051,0,0.11794951
43052,0,0.02561417
43053,1,0.67359936
43054,0,0.21164303
43055,0,0.16654634
43056,0,0.19913526
43057,0,0.1163167
43058,1,0.9591065
43059,1,0.9073186
43060,0,0.018364366
43061,0,0.072955236
43062,0,0.26695657
43063,1,0.6194679
43064,1,0.8300351
43065,0,0.4826248
43066,0,0.15407418
43067,0,0.24172753
43068,1,0.7507965
43069,0,0.050817087
43070,0,0.2232311
43071,0,0.00012563763
43072,0,0.0030941204
43073,0,0.27595016
43074,1,0.7944492
43075,0,0.16898091
43076,0,0.04289244
43077,0,0.31033432
43078,0,0.35662824
43079,1,0.58745134
43080,0,0.18881054
43081,0,0.077831805
43082,0,0.15772472
43083,0,0.20318812
43084,0,0.006478315
43085,0,0.0002747356
43086,0,0.048730347
43087,0,0.46302548
43088,0,0.3864853
43089,1,0.92219573
43090,1,0.6053741
43091,1,0.81954837
43092,0,0.02057162
43093,1,0.9417705
43094,0,0.30226162
43095,0,0.008845436
43096,1,0.7907857
43097,0,0.12832133
43098,1,0.69614726
43099,1,0.8453914
43100,0,0.4332366
43101,0,0.33481565
43102,1,0.6807274
43103,0,0.047874693
43104,0,0.058802534
43105,0,0.31742576
43106,1,0.62966216
43107,1,0.58161354
43108,0,0.042883635
43109,0,0.2797785
43110,1,0.8721601
43111,0,0.4428424
43112,1,0.7998702
43113,0,0.22068264
43114,1,0.753644
43115,0,0.35807568
43116,1,0.64511245
43117,0,0.1399983
43118,0,0.09900386
43119,1,0.72029924
43120,1,0.7876955
43121,0,0.09607087
43122,1,0.51508194
43123,1,0.72272396
43124,1,0.8953571
43125,1,0.8039462
43126,0,0.39920902
43127,1,0.54388
43128,1,0.962226
43129,1,0.6102432
43130,0,0.36622503
43131,1,0.52338123
43132,0,0.29320002
43133,1,0.8783538
43134,1,0.5861501
43135,1,0.5573827
43136,0,0.28026134
43137,0,0.33896464
43138,0,0.054457113
43139,0,0.17946763
43140,0,0.15840325
43141,0,0.1285448
43142,1,0.95394856
43143,0,0.3837241
43144,1,0.6884967
43145,1,0.9435576
43146,0,0.067918986
43147,0,0.22056472
43148,1,0.81967276
43149,0,0.060034078
43150,1,0.87247527
43151,0,0.10048534
43152,0,0.060589343
43153,0,0.16671579
43154,0,0.08716567
43155,0,0.10171793
43156,0,0.054413956
43157,0,0.03040244
43158,1,0.7982327
43159,0,0.26161134
43160,1,0.9289553
43161,0,0.14770332
43162,0,0.24531636
43163,0,0.04843752
43164,0,0.04962211
43165,1,0.76750433
43166,0,0.030059557
43167,0,0.004666146
43168,0,0.003722142
43169,1,0.5329796
43170,0,0.10648993
43171,1,0.9215745
43172,1,0.9846895
43173,0,0.266263
43174,1,0.8447711
43175,1,0.9243673
43176,0,0.18901034
43177,0,0.0827901
43178,0,0.027812295
43179,1,0.62126166
43180,1,0.87755543
43181,0,0.15990403
43182,1,0.9421904
43183,0,0.0061506773
43184,1,0.5658317
43185,1,0.94708675
43186,0,5.0102038e-08
43187,1,0.5097609
43188,1,0.52043444
43189,0,0.07827831
43190,0,0.2498294
43191,0,0.27250883
43192,1,0.5988494
43193,0,0.3666619
43194,0,0.3963479
43195,0,0.12423948
43196,1,0.74759895
43197,0,0.27386817
43198,1,0.8662686
43199,0,0.011887579
43200,0,0.3631871
43201,1,0.81920594
43202,0,0.046860013
43203,0,0.06852784
43204,0,0.35427874
43205,0,0.09030733
43206,1,0.6986001
43207,0,0.0011596633
43208,1,0.9544233
43209,0,0.16989616
43210,0,0.3742053
43211,1,0.60944057
43212,0,0.42076328
43213,1,0.543041
43214,0,0.08251397
43215,0,0.22273938
43216,1,0.6331937
43217,0,0.07629105
43218,1,0.63883024
43219,0,0.0026246784
43220,0,0.31409696
43221,1,0.5597542
43222,0,0.26379174
43223,0,0.017555308
43224,0,0.10657694
43225,0,0.22911672
43226,1,0.7329235
43227,1,0.6659458
43228,0,0.115528
43229,0,0.13154204
43230,0,4.0692677e-05
43231,1,0.6750529
43232,1,0.5042376
43233,0,0.1461727
43234,0,0.084374264
43235,0,0.0066625252
43236,0,0.014505372
43237,0,0.23437107
43238,0,0.105307095
43239,0,0.15316938
43240,0,0.10338721
43241,0,0.37631312
43242,0,0.21701251
43243,0,0.43054762
43244,1,0.8197689
43245,0,0.4990145
43246,0,0.010964897
43247,0,0.16407245
43248,1,0.5314882
43249,1,0.7979448
43250,1,0.73879546
43251,1,0.5752195
43252,1,0.97519326
43253,0,0.06864261
43254,1,0.76112324
43255,1,0.84526545
43256,1,0.80997455
43257,0,0.08270347
43258,1,0.94012934
43259,0,0.014418246
43260,1,0.95022285
43261,0,0.4200874
43262,0,0.09287484
43263,0,0.33600533
43264,0,0.43048972
43265,1,0.7417735
43266,1,0.62049645
43267,0,0.12839694
43268,0,0.09304313
43269,0,0.00073571794
43270,1,0.8201599
43271,0,0.12616152
43272,0,0.41101348
43273,1,0.8783423
43274,0,0.04789083
43275,0,0.38497853
43276,0,0.38700023
43277,0,0.3261238
43278,1,0.9884509
43279,1,0.7804082
43280,0,0.16951124
43281,0,0.10432575
43282,0,0.40164572
43283,1,0.80860835
43284,0,0.093253255
43285,0,0.19527578
43286,0,0.4426509
43287,0,0.4619035
43288,0,0.286508
43289,1,0.7614654
43290,0,0.008814
43291,0,0.08611067
43292,0,0.1262733
43293,1,0.90054613
43294,0,0.43676326
43295,0,0.33719456
43296,1,0.7751986
43297,0,0.43819866
43298,0,0.092174664
43299,0,0.19233273
43300,0,0.105797775
43301,0,0.20221563
43302,0,0.33828512
43303,0,0.31029272
43304,0,0.30822402
43305,0,0.12685013
43306,1,0.7442833
43307,0,0.057436444
43308,1,0.7656561
43309,1,0.9547675
43310,0,0.29790032
43311,0,0.3437885
43312,0,0.06422844
43313,1,0.76434547
43314,0,0.39649943
43315,1,0.91020006
43316,0,0.486338
43317,0,0.16722713
43318,0,0.4118564
43319,0,0.16596703
43320,1,0.70658064
43321,1,0.6656854
43322,0,0.32262027
43323,1,0.93772876
43324,0,0.4210449
43325,0,0.2808498
43326,0,0.03277156
43327,1,0.7836305
43328,0,0.4295677
43329,0,0.3381444
43330,0,0.20988776
43331,0,0.07619236
43332,1,0.9448385
43333,0,0.19406292
43334,0,0.3906744
43335,0,0.022804024
43336,0,0.00707862
43337,1,0.6017073
43338,1,0.53916794
43339,0,0.07859743
43340,0,0.06216777
43341,1,0.9582103
43342,1,0.69707674
43343,1,0.7592307
43344,0,0.24507594
43345,0,0.25197285
43346,1,0.7766365
43347,0,0.45399743
43348,1,0.957886
43349,0,0.15721937
43350,0,0.11994692
43351,1,0.80776525
43352,1,0.769095
43353,1,0.8870804
43354,1,0.76500136
43355,0,0.457896
43356,0,6.3936975e-05
43357,1,0.81171924
43358,0,0.01522903
43359,0,0.1207775
43360,0,0.22997664
43361,0,0.055095308
43362,0,0.18009602
43363,0,0.082091086
43364,0,0.18200538
43365,1,0.615045
43366,1,0.79798007
